	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
22_47785847	22	47785847	0.6	0.490196	0.445545	0.507463	0.473054	0.491508	0.50075	0.535493	0.49875	0.482526	0.464531	0.457055	0.444758	0.445777	0.457654
22_47785906	22	47785906	0.52	0.509804	0.475248	0.462687	0.467066	0.480519	0.49925	0.533093	0.49755	0.482926	0.464751	0.456965	0.444783	0.445765	0.45764
22_47786044	22	47786044	0.56	0.411765	0.366337	0.402985	0.45509	0.47952	0.496752	0.534493	0.494951	0.484376	0.464651	0.456725	0.444743	0.445731	0.457608
22_47787309	22	47787309	0.32	0.352941	0.386139	0.472637	0.522954	0.545455	0.521239	0.490702	0.467753	0.491725	0.464371	0.456105	0.444318	0.445869	0.457366
22_47788140	22	47788140	0.44	0.54902	0.554455	0.577114	0.558882	0.536464	0.505747	0.443511	0.449355	0.491025	0.463951	0.456365	0.444223	0.446057	0.457316
22_47789133	22	47789133	0.32	0.313725	0.415842	0.40796	0.37525	0.407592	0.413793	0.407119	0.448655	0.489226	0.466091	0.455015	0.444418	0.445979	0.457185
22_47791007	22	47791007	0.16	0.215686	0.267327	0.268657	0.333333	0.294705	0.295352	0.363327	0.443156	0.469977	0.465611	0.453305	0.444463	0.445559	0.456966
22_47792504	22	47792504	0.44	0.352941	0.376238	0.358209	0.397206	0.422577	0.396302	0.40052	0.451755	0.464777	0.466531	0.453575	0.443958	0.445741	0.456762
22_47792615	22	47792615	0.32	0.333333	0.386139	0.378109	0.38523	0.413586	0.414293	0.405719	0.451655	0.465077	0.466551	0.453675	0.444018	0.445781	0.456763
22_47794849	22	47794849	0.56	0.509804	0.524752	0.512438	0.481038	0.497502	0.535232	0.512298	0.441056	0.453477	0.470471	0.456935	0.443518	0.445961	0.456378
22_47795000	22	47795000	0.56	0.568627	0.584158	0.621891	0.556886	0.491508	0.533233	0.515897	0.441556	0.453027	0.469911	0.456955	0.443388	0.445963	0.456348
22_47796883	22	47796883	0.56	0.607843	0.534653	0.502488	0.528942	0.546454	0.549225	0.5021	0.458154	0.450627	0.474331	0.456425	0.443133	0.446025	0.456025
22_47797897	22	47797897	0.48	0.588235	0.534653	0.557214	0.502994	0.496503	0.490755	0.465907	0.472453	0.451927	0.47617	0.456295	0.442643	0.445941	0.455906
22_47798614	22	47798614	0.52	0.529412	0.534653	0.487562	0.477046	0.445554	0.422289	0.426115	0.474653	0.450977	0.47771	0.455975	0.442408	0.445899	0.455869
22_47799303	22	47799303	0.28	0.196078	0.267327	0.253731	0.281437	0.322677	0.357821	0.408518	0.464054	0.456327	0.47799	0.456375	0.442018	0.445799	0.455905
22_47800104	22	47800104	0.12	0.27451	0.29703	0.278607	0.311377	0.306693	0.306847	0.416117	0.465853	0.464127	0.47719	0.456305	0.442293	0.445793	0.455929
22_47800289	22	47800289	0.28	0.372549	0.336634	0.358209	0.309381	0.293706	0.310345	0.421516	0.465253	0.465977	0.47731	0.456205	0.442508	0.445719	0.455927
22_47802363	22	47802363	0.56	0.490196	0.49505	0.467662	0.52495	0.561439	0.535732	0.444111	0.448755	0.485476	0.47725	0.459375	0.442538	0.445591	0.455915
22_47804888	22	47804888	0.64	0.607843	0.564356	0.532338	0.526946	0.512488	0.503748	0.483303	0.482552	0.490525	0.47589	0.461245	0.443958	0.445603	0.45585
22_47806806	22	47806806	0.44	0.490196	0.485149	0.41791	0.459082	0.481518	0.488756	0.517696	0.509849	0.481076	0.470151	0.461715	0.444003	0.446023	0.456113
22_47807383	22	47807383	0.6	0.54902	0.584158	0.572139	0.576846	0.566434	0.503748	0.520096	0.506949	0.480776	0.468491	0.461505	0.443163	0.446207	0.456212
22_47808282	22	47808282	0.6	0.588235	0.574257	0.567164	0.510978	0.534466	0.553223	0.513697	0.50485	0.480976	0.467731	0.460725	0.443348	0.446595	0.456289
22_47808831	22	47808831	0.52	0.54902	0.564356	0.597015	0.56487	0.587413	0.547726	0.531694	0.512549	0.484076	0.467731	0.460665	0.443938	0.446601	0.45639
22_47808998	22	47808998	0.56	0.54902	0.534653	0.542289	0.57485	0.575425	0.548726	0.536093	0.516548	0.484126	0.467671	0.460935	0.444133	0.446595	0.456408
22_47812123	22	47812123	0.44	0.392157	0.475248	0.527363	0.512974	0.458541	0.486757	0.513697	0.514149	0.495625	0.461351	0.459185	0.443233	0.446355	0.456648
22_47812142	22	47812142	0.52	0.431373	0.465347	0.522388	0.506986	0.45954	0.486257	0.512298	0.513749	0.495325	0.461291	0.459155	0.443278	0.446363	0.456644
22_47812237	22	47812237	0.44	0.529412	0.544554	0.527363	0.477046	0.462537	0.490255	0.509498	0.513049	0.494425	0.461151	0.458995	0.443213	0.446381	0.456646
22_47814436	22	47814436	0.44	0.45098	0.435644	0.447761	0.447106	0.46953	0.504248	0.492302	0.49995	0.489526	0.457551	0.457865	0.442888	0.445921	0.456911
22_47814447	22	47814447	0.36	0.431373	0.465347	0.452736	0.44511	0.468531	0.503248	0.492302	0.49985	0.489726	0.457591	0.457865	0.442873	0.445921	0.45691
22_47814720	22	47814720	0.4	0.45098	0.445545	0.432836	0.459082	0.46953	0.464768	0.492701	0.49925	0.486876	0.458451	0.458085	0.442713	0.445967	0.456946
22_47815659	22	47815659	0.32	0.294118	0.336634	0.328358	0.421158	0.461538	0.471264	0.4981	0.494051	0.479376	0.462451	0.458025	0.443143	0.445887	0.457087
22_47815783	22	47815783	0.68	0.607843	0.574257	0.517413	0.469062	0.457542	0.476262	0.495101	0.493051	0.478326	0.463351	0.457815	0.443143	0.445891	0.457122
22_47818252	22	47818252	0.64	0.45098	0.50495	0.497512	0.562874	0.567433	0.509245	0.488702	0.475752	0.474526	0.470871	0.454375	0.441588	0.446065	0.457562
22_47818327	22	47818327	0.44	0.568627	0.564356	0.547264	0.56487	0.58042	0.50075	0.487303	0.475352	0.474076	0.470991	0.454275	0.441553	0.446059	0.457572
22_47818502	22	47818502	0.6	0.54902	0.574257	0.58209	0.580838	0.549451	0.505247	0.475705	0.471853	0.472976	0.470831	0.454245	0.441558	0.446037	0.457608
22_47818538	22	47818538	0.6	0.607843	0.60396	0.567164	0.602794	0.542458	0.503248	0.476905	0.471553	0.473026	0.470771	0.454205	0.441558	0.446035	0.457612
22_47818857	22	47818857	0.24	0.352941	0.435644	0.492537	0.516966	0.496503	0.496752	0.471506	0.469753	0.470976	0.471311	0.453755	0.441688	0.446077	0.457638
22_47818859	22	47818859	0.2	0.352941	0.415842	0.487562	0.516966	0.496503	0.496252	0.471906	0.469553	0.470926	0.471291	0.453735	0.441688	0.446077	0.457637
22_47819063	22	47819063	0.48	0.431373	0.475248	0.447761	0.411178	0.472527	0.477261	0.471906	0.466353	0.469277	0.471091	0.453575	0.441633	0.446041	0.457701
22_47819946	22	47819946	0.48	0.470588	0.435644	0.373134	0.397206	0.442557	0.428286	0.467307	0.454955	0.466577	0.471071	0.452605	0.441698	0.445997	0.457985
22_47820155	22	47820155	0.36	0.392157	0.465347	0.472637	0.443114	0.430569	0.423288	0.467506	0.451655	0.465827	0.470251	0.452815	0.441673	0.445985	0.458014
22_47820428	22	47820428	0.6	0.509804	0.39604	0.383085	0.447106	0.457542	0.43978	0.464507	0.450255	0.468127	0.470051	0.452965	0.441748	0.446005	0.45802
22_47820853	22	47820853	0.56	0.431373	0.386139	0.373134	0.429142	0.434565	0.442279	0.454709	0.449555	0.461827	0.468351	0.453195	0.441978	0.445901	0.458108
22_47821049	22	47821049	0.52	0.431373	0.405941	0.383085	0.38523	0.444555	0.46077	0.44871	0.448755	0.459477	0.467851	0.453095	0.442043	0.445921	0.458162
22_47821073	22	47821073	0.24	0.333333	0.386139	0.39801	0.379242	0.436563	0.462769	0.44871	0.448755	0.458927	0.467871	0.453075	0.442078	0.445913	0.458174
22_47821838	22	47821838	0.6	0.607843	0.544554	0.532338	0.538922	0.478521	0.443278	0.441312	0.444856	0.454777	0.464731	0.452835	0.442988	0.445813	0.458179
22_47823386	22	47823386	0.36	0.352941	0.366337	0.383085	0.41517	0.452547	0.427286	0.413717	0.436956	0.454427	0.463411	0.453775	0.444368	0.445709	0.458154
22_47823743	22	47823743	0.4	0.470588	0.475248	0.472637	0.473054	0.441558	0.410295	0.425715	0.433157	0.453177	0.463911	0.454415	0.444683	0.445783	0.458095
22_47824711	22	47824711	0.28	0.294118	0.287129	0.273632	0.315369	0.34965	0.366317	0.414317	0.434957	0.456427	0.467091	0.453775	0.444953	0.445699	0.458154
22_47825104	22	47825104	0.32	0.27451	0.316832	0.432836	0.413174	0.354645	0.378311	0.421516	0.438356	0.453927	0.467791	0.453665	0.445088	0.445673	0.458118
22_47825231	22	47825231	0.44	0.470588	0.524752	0.442786	0.389222	0.366633	0.389805	0.421516	0.439156	0.452977	0.467991	0.453495	0.445108	0.445683	0.458118
22_47826235	22	47826235	0.6	0.568627	0.554455	0.552239	0.516966	0.468531	0.428286	0.421116	0.431657	0.447478	0.471211	0.452655	0.446378	0.445743	0.45813
22_47826296	22	47826296	0.68	0.588235	0.485149	0.472637	0.49501	0.45954	0.424788	0.422715	0.431357	0.447078	0.471591	0.452645	0.446413	0.445743	0.458136
22_47826315	22	47826315	0.56	0.529412	0.485149	0.452736	0.489022	0.464535	0.425787	0.422116	0.431657	0.447328	0.471671	0.452595	0.446418	0.445753	0.458139
22_47826448	22	47826448	0.56	0.509804	0.524752	0.437811	0.453094	0.454545	0.43928	0.420716	0.428757	0.448478	0.472031	0.452585	0.446488	0.445853	0.458152
22_47826531	22	47826531	0.2	0.333333	0.435644	0.482587	0.41517	0.43956	0.444278	0.419716	0.427157	0.448478	0.471931	0.452245	0.446578	0.445871	0.458149
22_47826620	22	47826620	0.6	0.509804	0.39604	0.38806	0.389222	0.431568	0.451774	0.420716	0.427357	0.448228	0.471491	0.451995	0.446588	0.445869	0.458152
22_47827118	22	47827118	0.72	0.647059	0.544554	0.487562	0.439122	0.425574	0.454773	0.439512	0.423158	0.446678	0.469871	0.451545	0.446998	0.446003	0.458151
22_47827372	22	47827372	0.52	0.529412	0.564356	0.477612	0.479042	0.468531	0.436782	0.44791	0.423658	0.446678	0.468971	0.451845	0.446903	0.445989	0.458143
22_47827608	22	47827608	0.6	0.529412	0.564356	0.462687	0.510978	0.478521	0.444778	0.45011	0.427757	0.448028	0.468511	0.451695	0.446903	0.445981	0.458134
22_47827657	22	47827657	0.6	0.470588	0.465347	0.537313	0.477046	0.466533	0.442279	0.45151	0.427957	0.448278	0.468251	0.451705	0.446958	0.445987	0.458135
22_47827798	22	47827798	0.68	0.647059	0.564356	0.487562	0.481038	0.466533	0.458771	0.452909	0.428357	0.448478	0.467831	0.451685	0.447098	0.445983	0.458143
22_47827855	22	47827855	0	0.137255	0.326733	0.432836	0.47505	0.45954	0.456272	0.454109	0.428457	0.448278	0.467971	0.451645	0.447128	0.445997	0.458147
22_47828557	22	47828557	0.56	0.54902	0.564356	0.497512	0.481038	0.432567	0.469265	0.442711	0.436356	0.441478	0.467491	0.451625	0.447803	0.446125	0.458202
22_47828745	22	47828745	0.68	0.529412	0.534653	0.472637	0.457086	0.457542	0.466267	0.437912	0.435456	0.439528	0.467811	0.451505	0.447673	0.446147	0.458205
22_47828811	22	47828811	0.28	0.333333	0.405941	0.437811	0.427146	0.465534	0.45927	0.434313	0.436356	0.438528	0.467751	0.451435	0.447703	0.446161	0.4582
22_47828875	22	47828875	0.4	0.392157	0.386139	0.412935	0.44511	0.466533	0.463268	0.433113	0.436456	0.438228	0.467771	0.451605	0.447668	0.446175	0.458212
22_47829094	22	47829094	0.48	0.529412	0.514851	0.477612	0.459082	0.471528	0.463268	0.426915	0.438956	0.436778	0.468391	0.451935	0.447613	0.446237	0.458176
22_47829247	22	47829247	0.48	0.509804	0.485149	0.487562	0.493014	0.478521	0.474263	0.430714	0.442056	0.436528	0.468231	0.451905	0.447668	0.446243	0.458182
22_47829405	22	47829405	0.56	0.54902	0.534653	0.502488	0.500998	0.481518	0.48076	0.433713	0.447055	0.436578	0.468071	0.452085	0.447768	0.446231	0.458194
22_47829442	22	47829442	0.56	0.568627	0.564356	0.537313	0.50499	0.481518	0.47976	0.433513	0.447755	0.436928	0.468031	0.452025	0.447788	0.446229	0.458191
22_47829634	22	47829634	0.48	0.372549	0.465347	0.507463	0.499002	0.485514	0.46027	0.433713	0.453855	0.436228	0.467791	0.451965	0.447823	0.446273	0.458176
22_47829968	22	47829968	0.56	0.470588	0.475248	0.457711	0.46507	0.480519	0.429785	0.432513	0.455254	0.438728	0.467511	0.452095	0.447983	0.446367	0.458162
22_47829972	22	47829972	0.52	0.490196	0.475248	0.452736	0.463074	0.47952	0.429285	0.432513	0.455054	0.438728	0.467511	0.452085	0.447988	0.446365	0.458159
22_47830004	22	47830004	0.52	0.529412	0.50495	0.447761	0.463074	0.471528	0.430285	0.432314	0.455754	0.438728	0.467491	0.452155	0.448003	0.446359	0.458153
22_47830030	22	47830030	0.48	0.45098	0.485149	0.457711	0.457086	0.45954	0.432284	0.432513	0.455154	0.438728	0.467411	0.452205	0.448023	0.446359	0.458153
22_47830112	22	47830112	0.48	0.411765	0.435644	0.462687	0.47505	0.441558	0.428286	0.433913	0.455454	0.438378	0.467531	0.452235	0.447998	0.446409	0.458136
22_47831371	22	47831371	0.24	0.313725	0.29703	0.298507	0.347305	0.37962	0.372314	0.453309	0.445755	0.441428	0.466791	0.451785	0.448453	0.446957	0.458153
22_47831482	22	47831482	0.2	0.254902	0.277228	0.293532	0.351297	0.38961	0.378811	0.456109	0.446355	0.441178	0.466871	0.451435	0.448443	0.447043	0.458154
22_47832981	22	47832981	0.24	0.392157	0.435644	0.497512	0.540918	0.537463	0.513743	0.445111	0.453455	0.447578	0.462671	0.449796	0.447983	0.447711	0.458186
22_47833011	22	47833011	0.52	0.45098	0.386139	0.477612	0.546906	0.543457	0.513243	0.445311	0.453255	0.447528	0.462731	0.449756	0.447978	0.447727	0.458194
22_47835042	22	47835042	0.32	0.352941	0.415842	0.412935	0.351297	0.365634	0.428786	0.471106	0.438756	0.459577	0.455071	0.449136	0.448303	0.448443	0.458485
22_47835608	22	47835608	0.24	0.313725	0.386139	0.363184	0.349301	0.346653	0.388806	0.465307	0.441456	0.461177	0.455351	0.449496	0.447963	0.448603	0.458594
22_47836317	22	47836317	0.64	0.627451	0.544554	0.467662	0.449102	0.426573	0.422789	0.440112	0.451855	0.458777	0.453931	0.449786	0.447538	0.448725	0.458661
22_47836668	22	47836668	0.48	0.411765	0.405941	0.40796	0.439122	0.44955	0.458271	0.424915	0.455954	0.458227	0.453451	0.449826	0.447383	0.448765	0.458706
22_47837691	22	47837691	0.56	0.607843	0.564356	0.527363	0.508982	0.483516	0.444778	0.417516	0.465753	0.458977	0.454071	0.448796	0.447113	0.448859	0.458814
22_47838415	22	47838415	0.32	0.333333	0.346535	0.338308	0.351297	0.356643	0.394303	0.445911	0.464454	0.458977	0.452191	0.447976	0.446523	0.448673	0.45888
22_47840491	22	47840491	0.6	0.509804	0.534653	0.527363	0.548902	0.486513	0.485757	0.462507	0.470953	0.458277	0.449751	0.450375	0.445018	0.448625	0.45928
22_47840502	22	47840502	0.56	0.509804	0.564356	0.522388	0.550898	0.485514	0.486757	0.462907	0.471553	0.458377	0.449791	0.450395	0.445003	0.448621	0.459283
22_47840815	22	47840815	0.56	0.529412	0.514851	0.522388	0.493014	0.491508	0.474263	0.473105	0.469653	0.461027	0.450151	0.450985	0.444893	0.448609	0.459341
22_47841126	22	47841126	0.52	0.470588	0.445545	0.432836	0.427146	0.46953	0.491754	0.481704	0.472853	0.464627	0.448711	0.451535	0.444688	0.448581	0.45939
22_47841340	22	47841340	0.44	0.392157	0.465347	0.477612	0.45509	0.446553	0.504748	0.493101	0.472553	0.465927	0.447491	0.451875	0.444858	0.448525	0.459412
22_47841705	22	47841705	0.48	0.54902	0.544554	0.492537	0.48503	0.503497	0.513743	0.507698	0.468853	0.467827	0.447111	0.452515	0.444833	0.448563	0.459435
22_47842070	22	47842070	0.52	0.490196	0.554455	0.587065	0.550898	0.551449	0.523738	0.514097	0.466353	0.467177	0.445791	0.453125	0.444718	0.448555	0.459438
22_47844331	22	47844331	0.48	0.509804	0.475248	0.467662	0.47505	0.519481	0.50075	0.487103	0.483752	0.457327	0.436091	0.452235	0.445643	0.448031	0.459409
22_47844551	22	47844551	0.52	0.529412	0.544554	0.532338	0.532934	0.482517	0.49975	0.482503	0.484152	0.455277	0.435691	0.451865	0.445808	0.447987	0.459433
22_47844831	22	47844831	0.56	0.490196	0.465347	0.442786	0.473054	0.476523	0.461269	0.475705	0.481552	0.456227	0.435071	0.451625	0.445803	0.448009	0.459383
22_47845949	22	47845949	0.6	0.54902	0.50495	0.497512	0.46507	0.42957	0.402299	0.460908	0.476952	0.462577	0.433691	0.449286	0.446418	0.447939	0.459321
22_47846062	22	47846062	0.6	0.490196	0.50495	0.477612	0.459082	0.418581	0.410795	0.460508	0.478252	0.462927	0.433651	0.448896	0.446363	0.447961	0.459327
22_47847604	22	47847604	0.44	0.372549	0.405941	0.467662	0.510978	0.497502	0.449775	0.45071	0.464854	0.459327	0.430911	0.446556	0.446068	0.448281	0.459595
22_47847639	22	47847639	0.44	0.45098	0.455446	0.432836	0.508982	0.485514	0.452274	0.44911	0.464354	0.458827	0.430831	0.446526	0.446048	0.448279	0.459605
22_47847689	22	47847689	0.52	0.490196	0.435644	0.487562	0.493014	0.484515	0.464268	0.44911	0.464254	0.458177	0.430511	0.446436	0.446058	0.448293	0.459605
22_47847972	22	47847972	0.72	0.529412	0.544554	0.522388	0.47505	0.462537	0.488256	0.445711	0.463154	0.455077	0.429911	0.445916	0.446028	0.448363	0.459613
22_47848117	22	47848117	0.16	0.196078	0.326733	0.412935	0.417166	0.466533	0.488756	0.44811	0.461454	0.454627	0.429551	0.445826	0.446088	0.448327	0.459642
22_47848593	22	47848593	0.56	0.529412	0.50495	0.542289	0.512974	0.473526	0.48076	0.456709	0.459154	0.454377	0.430931	0.445136	0.445958	0.448325	0.459647
22_47849021	22	47849021	0.44	0.509804	0.534653	0.532338	0.491018	0.492507	0.466267	0.462507	0.451255	0.457177	0.430031	0.445036	0.445968	0.448243	0.459694
22_47849389	22	47849389	0.12	0.176471	0.277228	0.383085	0.469062	0.47952	0.476262	0.475105	0.450555	0.456177	0.430351	0.445136	0.446013	0.448339	0.459703
22_47849701	22	47849701	0.6	0.529412	0.465347	0.487562	0.467066	0.433566	0.457771	0.470106	0.448455	0.452727	0.430411	0.445246	0.446028	0.448411	0.459737
22_47850649	22	47850649	0.56	0.588235	0.514851	0.507463	0.46507	0.474525	0.46077	0.456909	0.453755	0.451727	0.429431	0.446556	0.446063	0.448431	0.459776
22_47851622	22	47851622	0.28	0.372549	0.376238	0.41791	0.47505	0.456543	0.454273	0.44751	0.453855	0.452377	0.425691	0.445956	0.446548	0.448309	0.459737
22_47851875	22	47851875	0.48	0.45098	0.445545	0.437811	0.429142	0.420579	0.454773	0.445911	0.456954	0.452227	0.425811	0.445456	0.446813	0.448285	0.459764
22_47852148	22	47852148	0.56	0.490196	0.485149	0.452736	0.357285	0.406593	0.436282	0.445111	0.456054	0.450977	0.426011	0.445296	0.447098	0.448345	0.459747
22_47852971	22	47852971	0.36	0.372549	0.415842	0.40796	0.441118	0.444555	0.41979	0.459508	0.444756	0.446128	0.426491	0.445406	0.447358	0.448575	0.459817
22_47853833	22	47853833	0.44	0.411765	0.366337	0.353234	0.423154	0.447552	0.449775	0.44851	0.435856	0.442428	0.427311	0.445276	0.447203	0.448695	0.459833
22_47854132	22	47854132	0.52	0.45098	0.475248	0.502488	0.45509	0.438561	0.461269	0.442711	0.433057	0.440378	0.427891	0.445666	0.447283	0.448693	0.459807
22_47854777	22	47854777	0.52	0.529412	0.524752	0.497512	0.500998	0.496503	0.461769	0.446311	0.422158	0.437528	0.427871	0.444936	0.447553	0.448897	0.459788
22_47854832	22	47854832	0.4	0.490196	0.534653	0.512438	0.510978	0.4995	0.461269	0.44831	0.422758	0.437178	0.427971	0.444906	0.447583	0.448849	0.459768
22_47856124	22	47856124	0.76	0.568627	0.554455	0.502488	0.499002	0.425574	0.432284	0.418116	0.425457	0.437078	0.431171	0.444126	0.447313	0.448863	0.459612
22_47857300	22	47857300	0.32	0.45098	0.475248	0.497512	0.459082	0.393606	0.369815	0.39912	0.428257	0.433778	0.432751	0.442976	0.446438	0.448893	0.459515
22_47857697	22	47857697	0.36	0.333333	0.356436	0.278607	0.281437	0.345654	0.368816	0.392322	0.432857	0.428429	0.432831	0.441966	0.446038	0.448821	0.459525
22_47858410	22	47858410	0.36	0.392157	0.356436	0.303483	0.347305	0.368631	0.342329	0.39892	0.429157	0.423279	0.431311	0.440846	0.445648	0.448379	0.459602
22_47858829	22	47858829	0.52	0.509804	0.485149	0.457711	0.44511	0.404595	0.350825	0.40112	0.430857	0.417279	0.431671	0.440606	0.445348	0.448273	0.459664
22_47860309	22	47860309	0.48	0.490196	0.435644	0.432836	0.477046	0.476523	0.430285	0.424315	0.421358	0.40893	0.433851	0.438606	0.444848	0.447855	0.459856
22_47860405	22	47860405	0.44	0.431373	0.39604	0.457711	0.477046	0.466533	0.449275	0.426715	0.422058	0.40848	0.434551	0.438636	0.444758	0.447809	0.45987
22_47860511	22	47860511	0.6	0.588235	0.584158	0.497512	0.499002	0.480519	0.469765	0.424715	0.423658	0.40873	0.435351	0.438506	0.444593	0.447751	0.459896
22_47860946	22	47860946	0.56	0.647059	0.554455	0.477612	0.491018	0.501499	0.478761	0.439112	0.423058	0.40493	0.437011	0.437076	0.444208	0.447513	0.45995
22_47861547	22	47861547	0.44	0.352941	0.405941	0.447761	0.479042	0.477522	0.477261	0.442112	0.415758	0.39868	0.437611	0.435776	0.444043	0.447531	0.459977
22_47862190	22	47862190	0.6	0.509804	0.435644	0.452736	0.437126	0.48951	0.455272	0.456909	0.412659	0.39808	0.436491	0.434946	0.443393	0.447813	0.460016
22_47862281	22	47862281	0.48	0.470588	0.386139	0.41791	0.457086	0.475524	0.448276	0.455509	0.410759	0.39913	0.435971	0.434776	0.443348	0.447811	0.46004
22_47862481	22	47862481	0.56	0.568627	0.554455	0.532338	0.50499	0.458541	0.453273	0.454109	0.406259	0.39883	0.435971	0.434986	0.443158	0.447681	0.460091
22_47862544	22	47862544	0.6	0.54902	0.60396	0.577114	0.500998	0.447552	0.457271	0.454109	0.405559	0.39843	0.436211	0.435076	0.443118	0.447667	0.460109
22_47867769	22	47867769	0.16	0.156863	0.19802	0.258706	0.269461	0.278721	0.291354	0.336533	0.361164	0.382681	0.436651	0.431936	0.443188	0.447211	0.460625
22_47868073	22	47868073	0.48	0.411765	0.386139	0.328358	0.313373	0.293706	0.284358	0.327534	0.362464	0.384581	0.435451	0.431906	0.443213	0.447339	0.460669
22_47869327	22	47869327	0.48	0.333333	0.336634	0.338308	0.333333	0.314685	0.324838	0.320536	0.365563	0.39348	0.433931	0.431936	0.443538	0.447251	0.460466
22_47869625	22	47869625	0.4	0.392157	0.366337	0.348259	0.343313	0.373626	0.336832	0.324935	0.360564	0.39833	0.432831	0.432226	0.443553	0.447301	0.460454
22_47871451	22	47871451	0.32	0.196078	0.217822	0.258706	0.299401	0.322677	0.361819	0.374925	0.345365	0.40078	0.430531	0.433846	0.444783	0.447055	0.460448
22_47873387	22	47873387	0.68	0.627451	0.623762	0.636816	0.55489	0.465534	0.404798	0.363127	0.370363	0.40143	0.427671	0.435496	0.445903	0.446707	0.460316
22_47873762	22	47873762	0.44	0.470588	0.415842	0.353234	0.37525	0.457542	0.411294	0.364327	0.381362	0.40318	0.426051	0.435486	0.446233	0.446441	0.460324
22_47873763	22	47873763	0.44	0.470588	0.415842	0.348259	0.377246	0.458541	0.411794	0.364327	0.381462	0.40318	0.426031	0.435486	0.446228	0.446439	0.460323
22_47874305	22	47874305	0.24	0.333333	0.29703	0.318408	0.391218	0.344655	0.386307	0.360728	0.393261	0.40843	0.424472	0.435816	0.446428	0.446203	0.460251
22_47875259	22	47875259	0.56	0.411765	0.356436	0.358209	0.327345	0.2997	0.310845	0.384123	0.407359	0.413429	0.424152	0.437416	0.447063	0.445801	0.460109
22_47875964	22	47875964	0.12	0.215686	0.29703	0.328358	0.311377	0.295704	0.311844	0.386123	0.416658	0.418729	0.422512	0.438356	0.447078	0.445541	0.459992
22_47876022	22	47876022	0.32	0.372549	0.336634	0.318408	0.319361	0.283716	0.316342	0.385123	0.417858	0.418879	0.422252	0.438346	0.447108	0.445547	0.459975
22_47876156	22	47876156	0.36	0.392157	0.336634	0.353234	0.323353	0.290709	0.331334	0.388122	0.420458	0.418629	0.421672	0.438326	0.447183	0.445509	0.459927
22_47876212	22	47876212	0.4	0.352941	0.346535	0.323383	0.325349	0.294705	0.337831	0.388522	0.422058	0.419879	0.421472	0.438196	0.447163	0.445493	0.459907
22_47877640	22	47877640	0.64	0.627451	0.574257	0.547264	0.499002	0.5005	0.487256	0.436113	0.438956	0.428779	0.422052	0.438376	0.446108	0.444969	0.459782
22_47877881	22	47877881	0.6	0.54902	0.485149	0.437811	0.489022	0.482517	0.497751	0.44891	0.438356	0.430478	0.421992	0.438596	0.445768	0.444889	0.459786
22_47878229	22	47878229	0.36	0.372549	0.425743	0.447761	0.493014	0.496503	0.49925	0.462707	0.441456	0.432378	0.423332	0.439176	0.445598	0.444809	0.459771
22_47878283	22	47878283	0.44	0.411765	0.39604	0.452736	0.508982	0.487512	0.502749	0.464907	0.440656	0.433078	0.423352	0.439276	0.445553	0.444807	0.459768
22_47878385	22	47878385	0.72	0.607843	0.613861	0.522388	0.532934	0.48951	0.501249	0.467706	0.438556	0.433878	0.423392	0.439426	0.445388	0.444805	0.459767
22_47880951	22	47880951	0.64	0.529412	0.514851	0.512438	0.477046	0.472527	0.493253	0.490502	0.493651	0.454427	0.421392	0.439646	0.443123	0.444075	0.459908
22_47884328	22	47884328	0.68	0.54902	0.514851	0.487562	0.520958	0.555445	0.556222	0.510498	0.494151	0.462777	0.422672	0.438876	0.438983	0.443575	0.459778
22_47886560	22	47886560	0.32	0.313725	0.29703	0.353234	0.40519	0.445554	0.466267	0.489702	0.488451	0.471526	0.417872	0.438476	0.436148	0.443127	0.459489
22_47887428	22	47887428	0.48	0.509804	0.49505	0.562189	0.491018	0.446553	0.417291	0.483703	0.484652	0.465927	0.416392	0.438096	0.435313	0.443057	0.459295
22_47889708	22	47889708	0.52	0.45098	0.485149	0.492537	0.479042	0.485514	0.484258	0.473105	0.465453	0.449528	0.415892	0.437276	0.434253	0.443261	0.458982
22_47894182	22	47894182	0.4	0.45098	0.445545	0.442786	0.46507	0.423576	0.405297	0.417916	0.413959	0.435328	0.427231	0.434676	0.435423	0.444827	0.458639
22_47899078	22	47899078	0.28	0.372549	0.346535	0.303483	0.341317	0.353646	0.364318	0.357329	0.39696	0.416079	0.441551	0.435636	0.435733	0.446199	0.458698
22_47899465	22	47899465	0.28	0.313725	0.316832	0.353234	0.343313	0.334665	0.385307	0.363127	0.39596	0.415779	0.442211	0.435756	0.436313	0.446197	0.458636
22_47899475	22	47899475	0.2	0.313725	0.326733	0.353234	0.351297	0.336663	0.384808	0.363927	0.39596	0.415579	0.442331	0.435736	0.436323	0.446189	0.458634
22_47899586	22	47899586	0.44	0.352941	0.386139	0.353234	0.341317	0.366633	0.392304	0.370926	0.39666	0.415129	0.442511	0.435686	0.436483	0.446245	0.458628
22_47899668	22	47899668	0.36	0.254902	0.376238	0.358209	0.355289	0.382617	0.397801	0.375925	0.39756	0.414279	0.442991	0.435596	0.436428	0.446269	0.458599
22_47900254	22	47900254	0.52	0.431373	0.455446	0.502488	0.477046	0.423576	0.381309	0.393921	0.40346	0.40933	0.445171	0.435656	0.436723	0.446245	0.458517
