	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
21_38594209	21	38594209	0.4	0.392157	0.425743	0.368159	0.383234	0.388611	0.390805	0.437712	0.447655	0.440028	0.432871	0.421876	0.417793	0.427589	0.430108
21_38596215	21	38596215	0.36	0.431373	0.425743	0.452736	0.431138	0.441558	0.474763	0.446111	0.457354	0.439278	0.433911	0.421016	0.418033	0.427135	0.430223
21_38596610	21	38596610	0.36	0.411765	0.405941	0.412935	0.459082	0.456543	0.425787	0.463307	0.453955	0.438578	0.434631	0.421116	0.418148	0.427023	0.430204
21_38598257	21	38598257	0.52	0.588235	0.594059	0.562189	0.528942	0.475524	0.469265	0.470506	0.447455	0.432978	0.437491	0.420856	0.418813	0.426743	0.430559
21_38599420	21	38599420	0.52	0.529412	0.554455	0.527363	0.568862	0.532468	0.511244	0.459508	0.460254	0.426379	0.438171	0.421336	0.419208	0.426737	0.430605
21_38600453	21	38600453	0.6	0.588235	0.584158	0.572139	0.502994	0.477522	0.476762	0.470506	0.445655	0.423279	0.437271	0.420706	0.419248	0.426825	0.430707
21_38600803	21	38600803	0.36	0.333333	0.376238	0.368159	0.41517	0.47952	0.449775	0.465707	0.441956	0.424479	0.437451	0.420726	0.419623	0.426749	0.430709
21_38601745	21	38601745	0.28	0.294118	0.29703	0.333333	0.379242	0.385614	0.414793	0.460108	0.431057	0.428679	0.436551	0.421136	0.419703	0.426549	0.430678
21_38602183	21	38602183	0.56	0.607843	0.49505	0.457711	0.477046	0.405594	0.413793	0.431514	0.424358	0.428379	0.434691	0.421806	0.419763	0.426621	0.430737
21_38602235	21	38602235	0.48	0.509804	0.50495	0.482587	0.441118	0.402597	0.412294	0.431514	0.424558	0.427929	0.434511	0.421946	0.419773	0.426637	0.430744
21_38604615	21	38604615	0.32	0.27451	0.267327	0.253731	0.299401	0.356643	0.387806	0.390122	0.39966	0.432978	0.430291	0.424026	0.420103	0.426635	0.430909
21_38613130	21	38613130	0.44	0.411765	0.356436	0.383085	0.411178	0.447552	0.437781	0.458508	0.433057	0.425429	0.425451	0.429756	0.418753	0.426265	0.431833
21_38614321	21	38614321	0.48	0.411765	0.39604	0.40796	0.467066	0.517483	0.476762	0.435513	0.441256	0.424129	0.425251	0.429246	0.419403	0.426429	0.431731
21_38618704	21	38618704	0.48	0.529412	0.524752	0.487562	0.439122	0.448551	0.456772	0.426115	0.448255	0.431328	0.422792	0.430676	0.421868	0.426045	0.43237
21_38634157	21	38634157	0.28	0.254902	0.247525	0.273632	0.353293	0.362637	0.356822	0.389322	0.407659	0.40733	0.421012	0.429046	0.424148	0.426119	0.432683
21_38635780	21	38635780	0.56	0.509804	0.514851	0.472637	0.401198	0.390609	0.411794	0.396121	0.408759	0.40528	0.425091	0.430326	0.424878	0.426093	0.432815
21_38636401	21	38636401	0.76	0.627451	0.594059	0.457711	0.441118	0.464535	0.429285	0.415517	0.410759	0.40668	0.426571	0.431176	0.424898	0.426131	0.432859
21_38637666	21	38637666	0.08	0.196078	0.178218	0.293532	0.355289	0.398601	0.436782	0.427514	0.40196	0.414379	0.428671	0.431026	0.425188	0.426047	0.43298
21_38639992	21	38639992	0.52	0.470588	0.465347	0.492537	0.403194	0.397602	0.409295	0.411718	0.421958	0.416229	0.423912	0.430116	0.424988	0.425721	0.433219
21_38640732	21	38640732	0.44	0.392157	0.386139	0.432836	0.437126	0.420579	0.412794	0.418716	0.425357	0.416029	0.424292	0.429766	0.424413	0.425633	0.433266
21_38640746	21	38640746	0.44	0.411765	0.376238	0.432836	0.423154	0.422577	0.409795	0.418916	0.425057	0.415779	0.424352	0.429726	0.424393	0.425633	0.433265
21_38643867	21	38643867	0.64	0.588235	0.49505	0.482587	0.502994	0.46953	0.436782	0.418316	0.418758	0.423329	0.427731	0.429336	0.425298	0.425695	0.433335
21_38644936	21	38644936	0.6	0.54902	0.574257	0.492537	0.42515	0.390609	0.410295	0.438512	0.422558	0.424279	0.427531	0.428756	0.425388	0.425641	0.433357
21_38650175	21	38650175	0.32	0.313725	0.316832	0.313433	0.37525	0.424575	0.422789	0.428114	0.422858	0.418029	0.423332	0.428226	0.425688	0.424751	0.433384
21_38651209	21	38651209	0.32	0.411765	0.366337	0.363184	0.38523	0.358641	0.424788	0.445311	0.431357	0.434128	0.423532	0.428256	0.425928	0.424817	0.433476
21_38651506	21	38651506	0.12	0.215686	0.257426	0.308458	0.38523	0.41958	0.424288	0.435513	0.431257	0.436128	0.423872	0.428456	0.426273	0.424861	0.433503
21_38651933	21	38651933	0.44	0.470588	0.50495	0.522388	0.526946	0.464535	0.44028	0.430314	0.428357	0.440678	0.426011	0.428926	0.426723	0.424751	0.433571
21_38652492	21	38652492	0.24	0.294118	0.306931	0.412935	0.433134	0.470529	0.469765	0.422915	0.423358	0.442928	0.427591	0.428956	0.427258	0.424797	0.433605
21_38652500	21	38652500	0.36	0.27451	0.356436	0.412935	0.433134	0.470529	0.469765	0.422515	0.423458	0.443028	0.427591	0.428936	0.427253	0.424795	0.433602
21_38652720	21	38652720	0.6	0.54902	0.50495	0.487562	0.471058	0.468531	0.482259	0.423115	0.423458	0.442128	0.428531	0.428766	0.427468	0.424803	0.4336
21_38652834	21	38652834	0.64	0.588235	0.534653	0.522388	0.479042	0.452547	0.472764	0.428114	0.423958	0.441878	0.428971	0.428896	0.427508	0.424815	0.433628
21_38652906	21	38652906	0.44	0.431373	0.445545	0.487562	0.487026	0.468531	0.46077	0.428114	0.425657	0.441378	0.429131	0.428916	0.427598	0.424811	0.433618
21_38653325	21	38653325	0.56	0.54902	0.564356	0.502488	0.47505	0.470529	0.431284	0.425515	0.428957	0.439128	0.428691	0.429106	0.428108	0.424841	0.433661
21_38654324	21	38654324	0.4	0.490196	0.534653	0.567164	0.44511	0.385614	0.402799	0.441912	0.413059	0.432628	0.429591	0.428456	0.428243	0.424895	0.433666
21_38654699	21	38654699	0.36	0.392157	0.29703	0.348259	0.345309	0.396603	0.397301	0.428514	0.412559	0.435428	0.429871	0.429036	0.428353	0.424867	0.433653
21_38656185	21	38656185	0.64	0.568627	0.60396	0.552239	0.512974	0.46953	0.437281	0.403919	0.446355	0.433628	0.430231	0.428736	0.428703	0.424917	0.433728
21_38656269	21	38656269	0.6	0.529412	0.49505	0.487562	0.499002	0.470529	0.432784	0.402719	0.448155	0.433128	0.430211	0.428596	0.428718	0.424931	0.433734
21_38656982	21	38656982	0.36	0.294118	0.326733	0.348259	0.335329	0.353646	0.407296	0.395321	0.457254	0.435878	0.429931	0.428676	0.428723	0.425205	0.433882
21_38657644	21	38657644	0.4	0.411765	0.415842	0.333333	0.379242	0.383616	0.377811	0.406319	0.454555	0.439028	0.430391	0.428286	0.428688	0.425519	0.434072
21_38658505	21	38658505	0.32	0.352941	0.336634	0.333333	0.373253	0.372627	0.382309	0.45011	0.443756	0.444028	0.431571	0.428796	0.428818	0.425653	0.434045
21_38658658	21	38658658	0.24	0.27451	0.316832	0.293532	0.341317	0.350649	0.385807	0.45211	0.443356	0.444428	0.432331	0.428576	0.428783	0.425637	0.434064
21_38661265	21	38661265	0.44	0.352941	0.415842	0.512438	0.638723	0.661339	0.626187	0.479304	0.435356	0.448828	0.437231	0.427796	0.429183	0.426243	0.434183
21_38661737	21	38661737	0.6	0.588235	0.60396	0.567164	0.540918	0.519481	0.545727	0.479304	0.439356	0.449028	0.436711	0.426996	0.429593	0.426271	0.434157
21_38662466	21	38662466	0.52	0.411765	0.425743	0.41791	0.433134	0.405594	0.430285	0.494101	0.450755	0.445478	0.436411	0.427126	0.429908	0.426517	0.434132
21_38663389	21	38663389	0.28	0.352941	0.39604	0.402985	0.361277	0.333666	0.36032	0.437712	0.457554	0.442028	0.437611	0.427336	0.430083	0.426819	0.434141
21_38664319	21	38664319	0.44	0.509804	0.465347	0.477612	0.453094	0.427572	0.389305	0.404319	0.472253	0.442128	0.435651	0.426686	0.430478	0.427008	0.434189
21_38665406	21	38665406	0.48	0.45098	0.415842	0.432836	0.403194	0.383616	0.425287	0.424515	0.472553	0.439228	0.436411	0.425906	0.430963	0.42725	0.434228
21_38665422	21	38665422	0.56	0.509804	0.485149	0.437811	0.407186	0.386613	0.424288	0.424915	0.472353	0.439028	0.436331	0.425876	0.430968	0.42724	0.434227
21_38666283	21	38666283	0.68	0.509804	0.435644	0.482587	0.453094	0.448551	0.455272	0.452909	0.448855	0.436328	0.434911	0.425646	0.431103	0.427254	0.434129
21_38667245	21	38667245	0.52	0.509804	0.49505	0.432836	0.479042	0.493506	0.494253	0.455509	0.437156	0.441878	0.434471	0.426146	0.431203	0.427268	0.434018
21_38669371	21	38669371	0.32	0.431373	0.455446	0.447761	0.429142	0.425574	0.47926	0.471106	0.444556	0.454677	0.433851	0.426506	0.430548	0.427342	0.43383
21_38669829	21	38669829	0.56	0.490196	0.524752	0.497512	0.49501	0.472527	0.461769	0.461308	0.435256	0.455227	0.434311	0.426836	0.430883	0.427424	0.433894
21_38670226	21	38670226	0.36	0.372549	0.425743	0.457711	0.50499	0.490509	0.474263	0.453309	0.435156	0.452677	0.434051	0.427216	0.430853	0.427424	0.433823
21_38671470	21	38671470	0.44	0.45098	0.376238	0.39801	0.377246	0.401598	0.418791	0.426315	0.437056	0.435978	0.435651	0.427076	0.431013	0.427364	0.433771
21_38672221	21	38672221	0.32	0.27451	0.287129	0.412935	0.379242	0.407592	0.404798	0.418316	0.435756	0.432328	0.435251	0.426336	0.431008	0.427228	0.433816
21_38672350	21	38672350	0.28	0.313725	0.356436	0.368159	0.407186	0.385614	0.407796	0.414517	0.434357	0.432028	0.435211	0.426246	0.430833	0.427202	0.433825
21_38672578	21	38672578	0.52	0.490196	0.465347	0.432836	0.391218	0.412587	0.4003	0.406119	0.435156	0.432278	0.436011	0.426246	0.430968	0.427184	0.433789
21_38673016	21	38673016	0.36	0.372549	0.445545	0.447761	0.427146	0.397602	0.4003	0.39912	0.433957	0.434428	0.437291	0.426746	0.431103	0.427208	0.433765
21_38676115	21	38676115	0.44	0.470588	0.366337	0.358209	0.38523	0.445554	0.450775	0.430314	0.422558	0.446578	0.439931	0.426696	0.431978	0.427266	0.433829
21_38676142	21	38676142	0.28	0.333333	0.366337	0.363184	0.39521	0.442557	0.450775	0.430314	0.423058	0.446778	0.440051	0.426626	0.431973	0.427264	0.433827
21_38676254	21	38676254	0.6	0.529412	0.50495	0.412935	0.429142	0.456543	0.450275	0.432114	0.423758	0.446228	0.440291	0.426566	0.431953	0.427326	0.433842
21_38676371	21	38676371	0.44	0.411765	0.435644	0.482587	0.45509	0.457542	0.446777	0.435513	0.426057	0.446278	0.440431	0.426656	0.431918	0.427356	0.433854
21_38681448	21	38681448	0.64	0.509804	0.524752	0.497512	0.463074	0.412587	0.430785	0.436713	0.455754	0.428629	0.436731	0.428336	0.430398	0.427756	0.43362
21_38682225	21	38682225	0.6	0.509804	0.485149	0.442786	0.45509	0.40959	0.432784	0.440712	0.447955	0.426029	0.436391	0.428156	0.430328	0.427866	0.433568
21_38684499	21	38684499	0.4	0.411765	0.405941	0.447761	0.473054	0.475524	0.490255	0.45231	0.438356	0.430078	0.434571	0.430776	0.430168	0.428014	0.433963
21_38684763	21	38684763	0.48	0.490196	0.435644	0.517413	0.506986	0.48951	0.47976	0.45171	0.439056	0.431678	0.435371	0.430846	0.430133	0.428066	0.433939
21_38685564	21	38685564	0.44	0.470588	0.455446	0.427861	0.437126	0.444555	0.457271	0.455109	0.436256	0.432878	0.433211	0.431216	0.430463	0.428094	0.433926
21_38685617	21	38685617	0.4	0.372549	0.475248	0.502488	0.441118	0.437562	0.452774	0.455309	0.436356	0.433178	0.432751	0.431336	0.430508	0.4281	0.433936
21_38685634	21	38685634	0.4	0.470588	0.465347	0.482587	0.44511	0.440559	0.452774	0.456109	0.436456	0.433128	0.432551	0.431346	0.430528	0.4281	0.433936
21_38685643	21	38685643	0.56	0.509804	0.485149	0.462687	0.451098	0.442557	0.452774	0.455909	0.436456	0.433128	0.432571	0.431386	0.430523	0.428098	0.433936
21_38685673	21	38685673	0.6	0.607843	0.544554	0.467662	0.453094	0.434565	0.450775	0.455709	0.435956	0.432928	0.432451	0.431436	0.430568	0.428098	0.433934
21_38685936	21	38685936	0.52	0.509804	0.50495	0.447761	0.419162	0.440559	0.433283	0.462308	0.433357	0.434278	0.431111	0.431186	0.430598	0.428196	0.43391
21_38685967	21	38685967	0.6	0.431373	0.445545	0.437811	0.409182	0.443556	0.429785	0.461308	0.432057	0.434528	0.430991	0.431176	0.430613	0.428182	0.433908
21_38686268	21	38686268	0.64	0.568627	0.50495	0.432836	0.433134	0.415584	0.417791	0.453109	0.432857	0.435978	0.428791	0.431146	0.430948	0.428184	0.433938
21_38687368	21	38687368	0.44	0.45098	0.425743	0.442786	0.469062	0.443556	0.445277	0.434913	0.425957	0.435078	0.425991	0.430126	0.430858	0.428322	0.43399
21_38687810	21	38687810	0.52	0.54902	0.465347	0.512438	0.47505	0.467532	0.445777	0.427315	0.428557	0.433378	0.426211	0.430506	0.430983	0.428288	0.433961
21_38690640	21	38690640	0.4	0.45098	0.405941	0.378109	0.329341	0.320679	0.370815	0.39752	0.412359	0.437278	0.428091	0.428346	0.430973	0.427972	0.433865
21_38693982	21	38693982	0.36	0.294118	0.316832	0.333333	0.339321	0.396603	0.413293	0.430314	0.421858	0.438678	0.425491	0.428866	0.430943	0.42778	0.43356
21_38694961	21	38694961	0.6	0.509804	0.455446	0.457711	0.39521	0.414585	0.415792	0.442312	0.431157	0.432628	0.426391	0.429656	0.431228	0.428064	0.433536
21_38695043	21	38695043	0.48	0.431373	0.415842	0.447761	0.39521	0.412587	0.42079	0.444311	0.431157	0.431978	0.426391	0.429526	0.431248	0.428078	0.433534
21_38695521	21	38695521	0.4	0.490196	0.425743	0.467662	0.491018	0.461538	0.450775	0.444111	0.436656	0.430378	0.426191	0.429436	0.431228	0.428138	0.433508
21_38695571	21	38695571	0.48	0.45098	0.445545	0.492537	0.49501	0.463536	0.449275	0.444111	0.437956	0.430078	0.426271	0.429416	0.431218	0.428136	0.4335
21_38696786	21	38696786	0.6	0.666667	0.633663	0.552239	0.463074	0.44955	0.468766	0.456509	0.452655	0.425479	0.425691	0.429296	0.431588	0.42827	0.433447
21_38697326	21	38697326	0.24	0.333333	0.425743	0.462687	0.447106	0.468531	0.451774	0.468506	0.456254	0.423679	0.426171	0.429196	0.431903	0.42831	0.433453
21_38697926	21	38697926	0.52	0.45098	0.445545	0.472637	0.439122	0.461538	0.449775	0.469306	0.453755	0.422479	0.427651	0.429796	0.432258	0.428432	0.433473
21_38698205	21	38698205	0.4	0.411765	0.376238	0.41791	0.427146	0.451548	0.462769	0.472306	0.452455	0.419779	0.428171	0.430106	0.432048	0.428554	0.433471
21_38698565	21	38698565	0.52	0.568627	0.49505	0.507463	0.449102	0.444555	0.483258	0.472106	0.454255	0.416979	0.428931	0.430336	0.431838	0.42862	0.433471
21_38698634	21	38698634	0.56	0.588235	0.524752	0.487562	0.42515	0.454545	0.48076	0.471706	0.454255	0.416629	0.429011	0.430386	0.431858	0.428624	0.433469
21_38699800	21	38699800	0.48	0.529412	0.475248	0.442786	0.43513	0.473526	0.490255	0.469506	0.453355	0.414579	0.429191	0.430016	0.431438	0.428692	0.433532
21_38702763	21	38702763	0.4	0.490196	0.485149	0.457711	0.389222	0.436563	0.441779	0.428114	0.423358	0.418729	0.428071	0.432646	0.431823	0.42882	0.433545
21_38718699	21	38718699	0.48	0.45098	0.455446	0.462687	0.431138	0.443556	0.477261	0.455709	0.446555	0.431628	0.422032	0.431436	0.435613	0.430068	0.432549
21_38720500	21	38720500	0.68	0.647059	0.554455	0.537313	0.441118	0.437562	0.450775	0.464507	0.445455	0.430478	0.424252	0.430646	0.435623	0.430406	0.432439
21_38724964	21	38724964	0.28	0.372549	0.425743	0.457711	0.401198	0.410589	0.395302	0.430914	0.430057	0.438428	0.422312	0.432576	0.435738	0.430998	0.432244
21_38725473	21	38725473	0.36	0.392157	0.376238	0.40796	0.39521	0.412587	0.413293	0.426915	0.430657	0.438878	0.422012	0.433196	0.435953	0.431002	0.432194
21_38726512	21	38726512	0.44	0.54902	0.49505	0.492537	0.447106	0.44955	0.42029	0.426715	0.428257	0.439328	0.422632	0.433296	0.435413	0.430928	0.43201
21_38728048	21	38728048	0.56	0.54902	0.554455	0.497512	0.483034	0.475524	0.444278	0.425515	0.422158	0.433078	0.426391	0.432386	0.436408	0.431108	0.431857
21_38728433	21	38728433	0.24	0.313725	0.376238	0.457711	0.449102	0.462537	0.445277	0.420316	0.421758	0.431478	0.426431	0.432166	0.436348	0.43105	0.431846
21_38729528	21	38729528	0.28	0.27451	0.247525	0.253731	0.305389	0.354645	0.403798	0.415717	0.433457	0.425929	0.425711	0.431826	0.436048	0.431036	0.431652
21_38729656	21	38729656	0.32	0.27451	0.267327	0.253731	0.295409	0.376623	0.397801	0.418716	0.433757	0.424979	0.425911	0.431916	0.436038	0.43104	0.431628
21_38729865	21	38729865	0.56	0.509804	0.445545	0.41791	0.387226	0.385614	0.373813	0.418116	0.434357	0.423779	0.426591	0.431726	0.436113	0.431052	0.431612
21_38731295	21	38731295	0.28	0.235294	0.287129	0.368159	0.429142	0.410589	0.404298	0.419316	0.433057	0.417929	0.426431	0.431556	0.436293	0.431486	0.431718
21_38733245	21	38733245	0.32	0.372549	0.49505	0.447761	0.457086	0.451548	0.475762	0.443111	0.421658	0.413929	0.429311	0.431946	0.436833	0.431936	0.431853
21_38734770	21	38734770	0.4	0.372549	0.336634	0.363184	0.355289	0.400599	0.449775	0.433113	0.417358	0.420329	0.431031	0.431136	0.437068	0.432058	0.431937
21_38735375	21	38735375	0.56	0.509804	0.455446	0.542289	0.47505	0.40959	0.421789	0.427714	0.415558	0.419929	0.430951	0.431046	0.437468	0.432232	0.431961
21_38735552	21	38735552	0.52	0.45098	0.50495	0.472637	0.467066	0.427572	0.401799	0.421716	0.411459	0.419829	0.431191	0.430896	0.437528	0.432268	0.43194
21_38738445	21	38738445	0.48	0.45098	0.346535	0.422886	0.421158	0.432567	0.384308	0.367726	0.405459	0.420029	0.433611	0.430736	0.437653	0.432506	0.431888
21_38744120	21	38744120	0.36	0.372549	0.376238	0.39801	0.463074	0.498501	0.474263	0.439912	0.424158	0.435778	0.436511	0.432956	0.438483	0.433602	0.431597
21_38746239	21	38746239	0.44	0.45098	0.435644	0.487562	0.43513	0.418581	0.427786	0.45071	0.450555	0.431628	0.435991	0.434636	0.437773	0.434032	0.431519
21_38747109	21	38747109	0.52	0.54902	0.475248	0.452736	0.437126	0.45954	0.433783	0.440112	0.457254	0.434128	0.435451	0.434986	0.437263	0.43417	0.431566
21_38748006	21	38748006	0.44	0.490196	0.356436	0.378109	0.403194	0.448551	0.463768	0.447111	0.472153	0.434978	0.433311	0.435226	0.437668	0.434224	0.431502
21_38749185	21	38749185	0.52	0.411765	0.356436	0.343284	0.38523	0.432567	0.463268	0.467706	0.463854	0.434778	0.433951	0.435226	0.437583	0.434112	0.431479
21_38752139	21	38752139	0.56	0.568627	0.534653	0.552239	0.566866	0.551449	0.555222	0.487103	0.454155	0.444228	0.437151	0.434046	0.438033	0.434406	0.431286
21_38752417	21	38752417	0.4	0.45098	0.49505	0.502488	0.548902	0.545455	0.548726	0.480104	0.453255	0.446028	0.437611	0.434346	0.438003	0.434498	0.431289
21_38752701	21	38752701	0.48	0.490196	0.514851	0.547264	0.542914	0.547453	0.518241	0.475905	0.450055	0.445328	0.437091	0.434826	0.438168	0.434508	0.43128
21_38752828	21	38752828	0.56	0.568627	0.534653	0.552239	0.566866	0.545455	0.501749	0.472905	0.451955	0.446528	0.436911	0.434746	0.438083	0.434522	0.431266
21_38753159	21	38753159	0.44	0.45098	0.435644	0.522388	0.550898	0.490509	0.469265	0.468106	0.452355	0.448128	0.435991	0.434376	0.438028	0.434626	0.431253
21_38753852	21	38753852	0.52	0.411765	0.386139	0.41791	0.365269	0.370629	0.434783	0.45051	0.442456	0.446578	0.435751	0.434476	0.438313	0.43472	0.431232
21_38754226	21	38754226	0.48	0.529412	0.49505	0.432836	0.419162	0.416583	0.397801	0.44871	0.445255	0.446778	0.436491	0.434936	0.438553	0.434698	0.431283
21_38754587	21	38754587	0.4	0.431373	0.415842	0.39801	0.451098	0.408591	0.38031	0.432913	0.445155	0.447828	0.437271	0.435086	0.438358	0.43482	0.431276
21_38754972	21	38754972	0.24	0.196078	0.267327	0.323383	0.353293	0.372627	0.391304	0.421316	0.441556	0.447078	0.437451	0.435826	0.438353	0.434968	0.431273
21_38756797	21	38756797	0.36	0.372549	0.376238	0.343284	0.423154	0.431568	0.416292	0.403319	0.436456	0.453727	0.437411	0.441686	0.437928	0.435444	0.431183
21_38757559	21	38757559	0.56	0.470588	0.405941	0.323383	0.42515	0.417582	0.402799	0.408118	0.427957	0.453627	0.437491	0.441796	0.438668	0.43535	0.431107
21_38757889	21	38757889	0.24	0.313725	0.316832	0.348259	0.453094	0.418581	0.394303	0.415317	0.424658	0.453077	0.437891	0.441646	0.438903	0.435276	0.4311
21_38758849	21	38758849	0.64	0.490196	0.49505	0.41791	0.413174	0.395604	0.415792	0.430314	0.424558	0.448878	0.437111	0.443376	0.439198	0.43533	0.431054
21_38758993	21	38758993	0.56	0.490196	0.475248	0.457711	0.429142	0.412587	0.414793	0.431314	0.425957	0.448428	0.437091	0.443456	0.439283	0.435338	0.431031
21_38759463	21	38759463	0.52	0.45098	0.514851	0.427861	0.457086	0.437562	0.432284	0.430914	0.429457	0.449078	0.436151	0.443556	0.439653	0.435386	0.431045
21_38759468	21	38759468	0.52	0.45098	0.514851	0.41791	0.461078	0.435564	0.433783	0.430314	0.429557	0.449128	0.436091	0.443556	0.439658	0.435386	0.431044
21_38760160	21	38760160	0.48	0.45098	0.425743	0.41791	0.447106	0.453546	0.447776	0.438312	0.436556	0.449378	0.437131	0.443346	0.439938	0.43544	0.431051
21_38760394	21	38760394	0.44	0.45098	0.485149	0.527363	0.469062	0.456543	0.455772	0.438112	0.442056	0.448728	0.436791	0.443466	0.439823	0.435436	0.431039
21_38761103	21	38761103	0.36	0.333333	0.326733	0.363184	0.449102	0.46953	0.456272	0.446711	0.449055	0.447528	0.436951	0.443246	0.438598	0.435746	0.431017
21_38761354	21	38761354	0.2	0.313725	0.455446	0.512438	0.471058	0.456543	0.464268	0.45191	0.450855	0.446078	0.436571	0.443406	0.438538	0.435896	0.43101
21_38761493	21	38761493	0.36	0.431373	0.485149	0.487562	0.497006	0.450549	0.455272	0.45211	0.450955	0.445428	0.436791	0.443446	0.438308	0.435918	0.431011
21_38761786	21	38761786	0.52	0.392157	0.415842	0.412935	0.433134	0.467532	0.446777	0.454909	0.449455	0.442628	0.437151	0.443366	0.438138	0.436052	0.43101
21_38767200	21	38767200	0.6	0.54902	0.50495	0.552239	0.477046	0.445554	0.432284	0.44831	0.445855	0.445428	0.441391	0.444116	0.439043	0.437672	0.430675
21_38768296	21	38768296	0.32	0.294118	0.277228	0.283582	0.353293	0.390609	0.387806	0.436913	0.443756	0.444478	0.442291	0.444146	0.438363	0.437824	0.430656
21_38769776	21	38769776	0.68	0.666667	0.623762	0.597015	0.510978	0.462537	0.436782	0.413117	0.441556	0.447378	0.442471	0.444346	0.437838	0.438136	0.430616
21_38769942	21	38769942	0.52	0.45098	0.415842	0.39801	0.457086	0.441558	0.443778	0.411318	0.442156	0.446678	0.442151	0.444466	0.437663	0.438148	0.430586
21_38770626	21	38770626	0.52	0.431373	0.455446	0.492537	0.43513	0.425574	0.438281	0.419916	0.442556	0.443528	0.444171	0.443736	0.437248	0.438026	0.43048
21_38770930	21	38770930	0.44	0.509804	0.524752	0.497512	0.47505	0.443556	0.413293	0.434113	0.441156	0.443778	0.445071	0.444226	0.437028	0.438118	0.430466
21_38771000	21	38771000	0.4	0.470588	0.425743	0.442786	0.459082	0.457542	0.407296	0.433713	0.441156	0.443428	0.445331	0.444366	0.436983	0.438144	0.430464
21_38772643	21	38772643	0.56	0.607843	0.534653	0.457711	0.431138	0.416583	0.417791	0.439912	0.434657	0.442928	0.447151	0.445396	0.436843	0.438894	0.430434
21_38774331	21	38774331	0.48	0.431373	0.465347	0.437811	0.46507	0.514486	0.475762	0.452509	0.441556	0.442028	0.447611	0.444956	0.437468	0.439424	0.430443
21_38777555	21	38777555	0.24	0.294118	0.346535	0.308458	0.40519	0.395604	0.415292	0.433313	0.441556	0.430728	0.444451	0.444386	0.438438	0.439806	0.430323
21_38777556	21	38777556	0.24	0.313725	0.346535	0.308458	0.40519	0.395604	0.415792	0.433313	0.441456	0.430728	0.444451	0.444396	0.438438	0.439808	0.430322
21_38777718	21	38777718	0.48	0.509804	0.524752	0.432836	0.361277	0.403596	0.418791	0.427914	0.439756	0.431878	0.444251	0.444256	0.438303	0.439766	0.430328
21_38780448	21	38780448	0.6	0.529412	0.524752	0.427861	0.411178	0.401598	0.406297	0.434313	0.432057	0.439028	0.447211	0.443746	0.437623	0.439804	0.430143
21_38781826	21	38781826	0.52	0.470588	0.455446	0.487562	0.483034	0.481518	0.444278	0.434313	0.426857	0.434778	0.455191	0.444556	0.436813	0.440092	0.430161
21_38783137	21	38783137	0.52	0.490196	0.405941	0.393035	0.45509	0.451548	0.443278	0.442511	0.432657	0.436178	0.454991	0.444936	0.436203	0.440144	0.430102
21_38783975	21	38783975	0.48	0.431373	0.435644	0.427861	0.467066	0.425574	0.438281	0.439912	0.430657	0.437328	0.456551	0.444506	0.435603	0.440174	0.430099
21_38784351	21	38784351	0.4	0.352941	0.366337	0.333333	0.407186	0.426573	0.438281	0.433713	0.430957	0.438178	0.455811	0.443886	0.435493	0.440284	0.430054
21_38784643	21	38784643	0.48	0.411765	0.405941	0.38806	0.419162	0.435564	0.433783	0.420516	0.431057	0.438378	0.456331	0.443326	0.435398	0.44041	0.430059
21_38784666	21	38784666	0.36	0.411765	0.405941	0.38806	0.431138	0.433566	0.436282	0.420116	0.430557	0.438428	0.456371	0.443326	0.435373	0.4404	0.430058
21_38784807	21	38784807	0.56	0.54902	0.574257	0.457711	0.457086	0.427572	0.430285	0.416717	0.433657	0.437378	0.456411	0.443246	0.435333	0.440442	0.430018
21_38785066	21	38785066	0.28	0.333333	0.376238	0.437811	0.457086	0.430569	0.423788	0.424315	0.438356	0.436728	0.456271	0.443956	0.435218	0.440522	0.430002
21_38785200	21	38785200	0.48	0.45098	0.50495	0.437811	0.41517	0.443556	0.425787	0.430314	0.440556	0.437678	0.456251	0.444096	0.435208	0.440548	0.430009
21_38785357	21	38785357	0.32	0.313725	0.386139	0.343284	0.409182	0.432567	0.418791	0.428514	0.443356	0.437578	0.456011	0.444136	0.435213	0.44056	0.430024
21_38785821	21	38785821	0.36	0.352941	0.316832	0.343284	0.421158	0.412587	0.42029	0.434713	0.439056	0.439478	0.455531	0.443946	0.434928	0.44074	0.429997
21_38786567	21	38786567	0.48	0.411765	0.415842	0.427861	0.399202	0.380619	0.406297	0.427115	0.435456	0.441878	0.454311	0.444586	0.434758	0.44089	0.430003
21_38787017	21	38787017	0.28	0.235294	0.257426	0.298507	0.269461	0.366633	0.433783	0.433313	0.431057	0.443228	0.453871	0.445336	0.434838	0.441004	0.430036
21_38787058	21	38787058	0.32	0.294118	0.29703	0.293532	0.303393	0.385614	0.436282	0.433113	0.429957	0.443678	0.453891	0.445486	0.434813	0.44102	0.430043
21_38788903	21	38788903	0.16	0.196078	0.207921	0.258706	0.353293	0.424575	0.46027	0.434913	0.431857	0.448028	0.452871	0.445816	0.434183	0.441454	0.429997
